order_value_gbp,restaurant_id,number_of_items,prep_time_seconds,city,type_of_food,day,hour,average_prep_resteraunt,min_prep_restauraunt,max_prep_restauraunt
54.1,1303,19,6011,Brighton,burritos,Friday,12,3062.714285714286,142,6608
15.48,1624,3,764,Birmingham,indian,Wednesday,18,1093.0,761,1754
20.99,1624,4,761,Birmingham,indian,Sunday,15,1093.0,761,1754
25.49,1624,5,1754,Birmingham,indian,Tuesday,15,1093.0,761,1754
47.0,345,7,796,London,american,Wednesday,19,814.0,650,1057
28.0,345,5,650,London,american,Thursday,22,814.0,650,1057
33.5,345,5,1057,London,american,Friday,19,814.0,650,1057
19.5,345,4,753,London,american,Tuesday,21,814.0,650,1057
24.25,2564,4,554,Liverpool,italian,Wednesday,19,1968.8333333333333,554,6700
20.4,2564,3,1032,Liverpool,italian,Monday,22,1968.8333333333333,554,6700
51.4,2564,6,1140,Liverpool,italian,Monday,22,1968.8333333333333,554,6700
45.15,2564,5,6700,Liverpool,italian,Friday,17,1968.8333333333333,554,6700
21.95,2564,3,1307,Liverpool,italian,Monday,21,1968.8333333333333,554,6700
16.2,2564,2,1080,Liverpool,italian,Monday,21,1968.8333333333333,554,6700
15.0,2394,4,1132,Birmingham,british,Wednesday,20,1132.0,1132,1132
33.35,1812,5,1067,Reading,thai,Wednesday,20,1851.3333333333333,997,3490
34.3,1812,5,997,Reading,thai,Friday,23,1851.3333333333333,997,3490
17.15,1812,3,3490,Reading,thai,Friday,19,1851.3333333333333,997,3490
30.5,1791,2,924,London,american,Wednesday,20,1102.0,924,1285
38.75,1791,4,1285,London,american,Saturday,19,1102.0,924,1285
62.0,1791,5,1233,London,american,Saturday,19,1102.0,924,1285
34.2,1791,3,966,London,american,Tuesday,19,1102.0,924,1285
82.25,2758,6,1470,Guildford,italian,Wednesday,20,1853.6666666666667,1429,2662
16.4,2758,3,1429,Guildford,italian,Monday,21,1853.6666666666667,1429,2662
28.35,2758,4,2662,Guildford,italian,Monday,19,1853.6666666666667,1429,2662
15.5,826,2,899,London,mediterranean,Wednesday,20,899.0,899,899
34.5,2675,3,422,London,british,Wednesday,20,773.6666666666666,422,1170
21.0,2675,2,729,London,british,Wednesday,21,773.6666666666666,422,1170
42.5,2675,3,1170,London,british,Tuesday,20,773.6666666666666,422,1170
16.0,823,2,467,London,pan asian,Wednesday,21,570.6666666666666,438,807
15.6,823,3,438,London,pan asian,Wednesday,21,570.6666666666666,438,807
24.2,823,4,807,London,pan asian,Monday,20,570.6666666666666,438,807
15.15,2979,3,121,London,lebanese,Wednesday,21,315.0,76,999
16.45,2979,3,403,London,lebanese,Thursday,19,315.0,76,999
24.15,2979,3,999,London,lebanese,Saturday,20,315.0,76,999
15.45,2979,2,112,London,lebanese,Wednesday,21,315.0,76,999
16.1,2979,4,242,London,lebanese,Saturday,21,315.0,76,999
10.9,2979,2,76,London,lebanese,Sunday,19,315.0,76,999
25.6,2979,4,252,London,lebanese,Monday,20,315.0,76,999
57.5019,2302,4,699,Paris,italian,Wednesday,22,402.0,45,1131
20.23215,2302,3,45,Paris,italian,Saturday,23,402.0,45,1131
10.6485,2302,1,118,Paris,italian,Wednesday,23,402.0,45,1131
37.26975,2302,4,132,Paris,italian,Thursday,21,402.0,45,1131
28.04105,2302,4,101,Paris,italian,Friday,22,402.0,45,1131
15.6178,2302,3,1131,Paris,italian,Thursday,22,402.0,45,1131
22.0069,2302,2,588,Paris,italian,Saturday,23,402.0,45,1131
32.0,911,7,2128,London,indian,Wednesday,23,2030.6666666666667,1302,3258
17.4,911,3,1880,London,indian,Saturday,20,2030.6666666666667,1302,3258
16.1,911,4,2140,London,indian,Sunday,13,2030.6666666666667,1302,3258
37.8,911,6,3258,London,indian,Saturday,22,2030.6666666666667,1302,3258
38.35,911,5,1302,London,indian,Sunday,14,2030.6666666666667,1302,3258
44.9,911,8,1476,London,indian,Sunday,20,2030.6666666666667,1302,3258
35.15,1770,9,1251,London,indian,Wednesday,23,1285.0,1251,1319
24.8,1770,4,1319,London,indian,Thursday,19,1285.0,1251,1319
11.9,2161,2,199,London,vietnamese,Wednesday,23,814.8333333333334,199,1709
15.25,2161,4,837,London,vietnamese,Thursday,18,814.8333333333334,199,1709
20.75,2161,4,1709,London,vietnamese,Sunday,13,814.8333333333334,199,1709
29.3,2161,5,862,London,vietnamese,Sunday,21,814.8333333333334,199,1709
25.2,2161,5,761,London,vietnamese,Tuesday,15,814.8333333333334,199,1709
18.4,2161,2,521,London,vietnamese,Sunday,20,814.8333333333334,199,1709
106.25,1249,7,3275,London,british,Thursday,12,4049.5,3275,4824
63.35,1249,4,4824,London,british,Saturday,19,4049.5,3275,4824
26.6,1678,2,4739,London,japanese,Thursday,12,2994.0,1249,4739
68.4,1678,8,1249,London,japanese,Wednesday,20,2994.0,1249,4739
65.1,1489,19,2961,London,chicken,Thursday,12,1668.9565217391305,438,6956
15.65,1489,7,907,London,chicken,Friday,20,1668.9565217391305,438,6956
28.25,1489,13,2577,London,chicken,Friday,21,1668.9565217391305,438,6956
19.25,1489,9,768,London,chicken,Friday,21,1668.9565217391305,438,6956
17.9,1489,11,1307,London,chicken,Friday,21,1668.9565217391305,438,6956
20.8,1489,10,702,London,chicken,Friday,21,1668.9565217391305,438,6956
35.05,1489,13,1536,London,chicken,Saturday,13,1668.9565217391305,438,6956
20.8,1489,5,756,London,chicken,Saturday,20,1668.9565217391305,438,6956
23.85,1489,11,1052,London,chicken,Sunday,13,1668.9565217391305,438,6956
50.4,1489,13,1644,London,chicken,Sunday,16,1668.9565217391305,438,6956
20.45,1489,8,594,London,chicken,Monday,22,1668.9565217391305,438,6956
15.35,1489,8,1613,London,chicken,Wednesday,18,1668.9565217391305,438,6956
22.55,1489,10,438,London,chicken,Friday,19,1668.9565217391305,438,6956
17.95,1489,8,2238,London,chicken,Saturday,22,1668.9565217391305,438,6956
8.55,1489,6,1040,London,chicken,Sunday,15,1668.9565217391305,438,6956
17.3,1489,5,1065,London,chicken,Sunday,22,1668.9565217391305,438,6956
28.95,1489,11,1029,London,chicken,Sunday,22,1668.9565217391305,438,6956
17.65,1489,7,6956,London,chicken,Monday,11,1668.9565217391305,438,6956
15.4,1489,8,5037,London,chicken,Monday,20,1668.9565217391305,438,6956
22.4,1489,12,1229,London,chicken,Tuesday,22,1668.9565217391305,438,6956
21.9,1489,5,1093,London,chicken,Tuesday,22,1668.9565217391305,438,6956
26.1,1489,12,1044,London,chicken,Wednesday,22,1668.9565217391305,438,6956
15.35,1489,8,800,London,chicken,Tuesday,13,1668.9565217391305,438,6956
18.4574,3074,3,402,Paris,italian,Thursday,13,299.1333333333333,16,865
10.6485,3074,1,63,Paris,italian,Thursday,23,299.1333333333333,16,865
31.9455,3074,3,699,Paris,italian,Sunday,19,299.1333333333333,16,865
14.198,3074,2,704,Paris,italian,Sunday,19,299.1333333333333,16,865
20.5871,3074,2,251,Paris,italian,Sunday,20,299.1333333333333,16,865
21.297,3074,2,206,Paris,italian,Monday,20,299.1333333333333,16,865
28.396,3074,3,342,Paris,italian,Monday,21,299.1333333333333,16,865
48.2732,3074,2,835,Paris,italian,Tuesday,21,299.1333333333333,16,865
70.99,3074,5,371,Paris,italian,Tuesday,21,299.1333333333333,16,865
10.6485,3074,1,608,Paris,italian,Wednesday,20,299.1333333333333,16,865
26.9762,3074,3,78,Paris,italian,Thursday,20,299.1333333333333,16,865
29.1059,3074,3,48,Paris,italian,Thursday,21,299.1333333333333,16,865
31.2356,3074,3,65,Paris,italian,Saturday,20,299.1333333333333,16,865
23.4267,3074,3,79,Paris,italian,Saturday,21,299.1333333333333,16,865
31.9455,3074,3,865,Paris,italian,Sunday,20,299.1333333333333,16,865
24.1366,3074,3,322,Paris,italian,Sunday,21,299.1333333333333,16,865
29.1059,3074,3,851,Paris,italian,Sunday,22,299.1333333333333,16,865
11.3584,3074,1,126,Paris,italian,Sunday,22,299.1333333333333,16,865
29.1059,3074,3,160,Paris,italian,Tuesday,22,299.1333333333333,16,865
20.5871,3074,2,99,Paris,italian,Tuesday,22,299.1333333333333,16,865
12.7782,3074,2,145,Paris,italian,Wednesday,13,299.1333333333333,16,865
10.6485,3074,1,292,Paris,italian,Wednesday,13,299.1333333333333,16,865
32.6554,3074,5,107,Paris,italian,Wednesday,21,299.1333333333333,16,865
20.5871,3074,2,86,Paris,italian,Thursday,21,299.1333333333333,16,865
19.8772,3074,2,17,Paris,italian,Friday,13,299.1333333333333,16,865
11.3584,3074,2,546,Paris,italian,Friday,13,299.1333333333333,16,865
29.8158,3074,3,412,Paris,italian,Friday,20,299.1333333333333,16,865
14.198,3074,2,16,Paris,italian,Saturday,21,299.1333333333333,16,865
20.5871,3074,2,51,Paris,italian,Sunday,21,299.1333333333333,16,865
28.396,3074,3,128,Paris,italian,Monday,22,299.1333333333333,16,865
41.5,2858,6,1248,Edinburgh,italian,Thursday,13,845.8,317,1536
18.9,2858,4,680,Edinburgh,italian,Friday,18,845.8,317,1536
16.45,2858,2,1123,Edinburgh,italian,Friday,19,845.8,317,1536
19.45,2858,4,1143,Edinburgh,italian,Saturday,21,845.8,317,1536
5.5,2858,1,317,Edinburgh,italian,Sunday,19,845.8,317,1536
47.0,2858,5,1536,Edinburgh,italian,Sunday,20,845.8,317,1536
17.45,2858,4,705,Edinburgh,italian,Sunday,22,845.8,317,1536
16.5,2858,3,462,Edinburgh,italian,Monday,21,845.8,317,1536
15.9,2858,2,801,Edinburgh,italian,Wednesday,19,845.8,317,1536
21.55,2858,3,766,Edinburgh,italian,Saturday,19,845.8,317,1536
17.45,2858,3,776,Edinburgh,italian,Thursday,19,845.8,317,1536
16.9,2858,4,650,Edinburgh,italian,Friday,19,845.8,317,1536
28.85,2858,5,1088,Edinburgh,italian,Friday,20,845.8,317,1536
16.9,2858,2,665,Edinburgh,italian,Monday,20,845.8,317,1536
18.3,2858,3,727,Edinburgh,italian,Monday,22,845.8,317,1536
13.5,2204,5,966,Manchester,deli,Thursday,13,1037.0,921,1340
9.25,2204,5,921,Manchester,deli,Sunday,14,1037.0,921,1340
17.05,2204,5,921,Manchester,deli,Sunday,14,1037.0,921,1340
14.9,2204,3,1340,Manchester,deli,Tuesday,15,1037.0,921,1340
14.9079,3003,3,402,Paris,indian,Thursday,14,206.0,10,402
71.6999,3003,9,10,Paris,indian,Sunday,14,206.0,10,402
14.48196,2994,2,608,Paris,vietnamese,Thursday,14,462.7142857142857,9,1111
28.89293,2994,3,530,Paris,vietnamese,Friday,21,462.7142857142857,9,1111
18.31542,2994,2,9,Paris,vietnamese,Wednesday,21,462.7142857142857,9,1111
20.44512,2994,2,65,Paris,vietnamese,Saturday,21,462.7142857142857,9,1111
28.11204,2994,4,77,Paris,vietnamese,Wednesday,22,462.7142857142857,9,1111
29.60283,2994,4,1111,Paris,vietnamese,Saturday,22,462.7142857142857,9,1111
14.48196,2994,2,839,Paris,vietnamese,Monday,21,462.7142857142857,9,1111
10.6485,2947,1,176,Paris,bakery,Thursday,15,1708.3333333333333,176,2979
10.6485,2947,1,2979,Paris,bakery,Sunday,12,1708.3333333333333,176,2979
10.6485,2947,1,1970,Paris,bakery,Saturday,15,1708.3333333333333,176,2979
16.0,2395,6,790,Nottingham,lebanese,Thursday,15,790.0,790,790
18.0,1407,1,322,London,dessert,Thursday,15,359.75,87,817
15.4,1407,3,87,London,dessert,Sunday,16,359.75,87,817
15.4,1407,3,213,London,dessert,Sunday,17,359.75,87,817
33.5,1407,4,817,London,dessert,Tuesday,17,359.75,87,817
16.5,1533,3,674,Cambridge,burgers,Thursday,17,503.14285714285717,25,1382
17.6,1533,4,1382,Cambridge,burgers,Saturday,16,503.14285714285717,25,1382
19.0,1533,4,131,Cambridge,burgers,Sunday,14,503.14285714285717,25,1382
15.8,1533,3,182,Cambridge,burgers,Monday,15,503.14285714285717,25,1382
16.5,1533,3,443,Cambridge,burgers,Tuesday,20,503.14285714285717,25,1382
16.5,1533,2,685,Cambridge,burgers,Wednesday,18,503.14285714285717,25,1382
19.5,1533,3,25,Cambridge,burgers,Saturday,19,503.14285714285717,25,1382
28.35,3090,4,1303,Manchester,japanese,Thursday,19,942.7142857142857,709,1303
30.0,3090,4,759,Manchester,japanese,Saturday,19,942.7142857142857,709,1303
18.95,3090,4,710,Manchester,japanese,Sunday,21,942.7142857142857,709,1303
26.7,3090,4,1187,Manchester,japanese,Wednesday,20,942.7142857142857,709,1303
19.45,3090,3,1137,Manchester,japanese,Sunday,15,942.7142857142857,709,1303
21.4,3090,4,709,Manchester,japanese,Sunday,20,942.7142857142857,709,1303
25.6,3090,3,794,Manchester,japanese,Monday,21,942.7142857142857,709,1303
42.594,2982,1,804,Paris,lebanese,Thursday,20,719.5,478,983
25.5564,2982,3,478,Paris,lebanese,Thursday,20,719.5,478,983
32.86837,2982,6,560,Paris,lebanese,Sunday,21,719.5,478,983
12.99117,2982,3,983,Paris,lebanese,Monday,13,719.5,478,983
32.6554,2982,4,832,Paris,lebanese,Monday,20,719.5,478,983
28.396,2982,4,660,Paris,lebanese,Sunday,22,719.5,478,983
9.58365,2034,2,474,Berlin,healthy,Thursday,20,725.5,474,1165
13.13315,2034,5,759,Berlin,healthy,Friday,13,725.5,474,1165
8.518799999999999,2034,4,1165,Berlin,healthy,Saturday,17,725.5,474,1165
13.34612,2034,6,504,Berlin,healthy,Wednesday,22,725.5,474,1165
14.198,1923,1,19,Paris,italian,Thursday,20,893.4,19,2522
11.00345,1923,2,56,Paris,italian,Friday,20,893.4,19,2522
11.00345,1923,2,1657,Paris,italian,Saturday,20,893.4,19,2522
17.037599999999998,1923,2,2522,Paris,italian,Monday,22,893.4,19,2522
10.6485,1923,1,213,Paris,italian,Tuesday,14,893.4,19,2522
14.198,1843,1,58,Paris,mediterranean,Thursday,21,297.3333333333333,58,551
24.8465,1843,2,283,Paris,mediterranean,Saturday,21,297.3333333333333,58,551
35.495,1843,2,551,Paris,mediterranean,Friday,13,297.3333333333333,58,551
20.5,2348,2,1983,Nottingham,persian,Thursday,20,1983.0,1983,1983
34.075199999999995,2917,3,276,Paris,thai,Thursday,21,207.08695652173913,9,783
10.6485,2917,1,107,Paris,thai,Friday,13,207.08695652173913,9,783
11.00345,2917,1,428,Paris,thai,Friday,13,207.08695652173913,9,783
27.33115,2917,3,398,Paris,thai,Sunday,20,207.08695652173913,9,783
13.4881,2917,2,27,Paris,thai,Wednesday,23,207.08695652173913,9,783
13.4881,2917,2,292,Paris,thai,Thursday,20,207.08695652173913,9,783
13.4881,2917,2,277,Paris,thai,Thursday,20,207.08695652173913,9,783
35.84995,2917,5,363,Paris,thai,Thursday,20,207.08695652173913,9,783
18.10245,2917,2,9,Paris,thai,Thursday,21,207.08695652173913,9,783
53.9524,2917,5,102,Paris,thai,Thursday,22,207.08695652173913,9,783
11.3584,2917,2,241,Paris,thai,Saturday,20,207.08695652173913,9,783
34.7851,2917,4,443,Paris,thai,Saturday,21,207.08695652173913,9,783
37.6247,2917,6,783,Paris,thai,Saturday,21,207.08695652173913,9,783
10.6485,2917,1,226,Paris,thai,Monday,21,207.08695652173913,9,783
24.49155,2917,3,27,Paris,thai,Tuesday,20,207.08695652173913,9,783
32.6554,2917,2,56,Paris,thai,Tuesday,21,207.08695652173913,9,783
30.17075,2917,4,74,Paris,thai,Wednesday,21,207.08695652173913,9,783
31.2356,2917,4,42,Paris,thai,Thursday,20,207.08695652173913,9,783
16.68265,2917,2,43,Paris,thai,Saturday,21,207.08695652173913,9,783
51.1128,2917,6,101,Paris,thai,Saturday,22,207.08695652173913,9,783
34.7851,2917,3,22,Paris,thai,Sunday,21,207.08695652173913,9,783
24.8465,2917,3,93,Paris,thai,Tuesday,21,207.08695652173913,9,783
28.04105,2917,3,333,Paris,thai,Tuesday,21,207.08695652173913,9,783
37.3,991,6,1124,London,italian,Thursday,20,1067.5,1011,1124
34.0,991,7,1011,London,italian,Thursday,21,1067.5,1011,1124
22.9,447,2,292,London,italian,Thursday,21,292.0,292,292
25.20145,2378,3,392,Paris,american,Thursday,22,426.2857142857143,0,785
13.4881,2378,2,594,Paris,american,Wednesday,21,426.2857142857143,0,785
32.6554,2378,5,253,Paris,american,Thursday,21,426.2857142857143,0,785
26.2663,2378,3,772,Paris,american,Saturday,20,426.2857142857143,0,785
15.6178,2378,2,0,Paris,american,Tuesday,13,426.2857142857143,0,785
17.7475,2378,3,188,Paris,american,Thursday,21,426.2857142857143,0,785
17.7475,2378,3,785,Paris,american,Saturday,14,426.2857142857143,0,785
23.0,13,2,438,London,italian,Thursday,21,1979.0,438,3520
14.0,13,1,3520,London,italian,Saturday,19,1979.0,438,3520
24.1366,2911,2,24,Paris,thai,Thursday,22,963.3333333333334,24,2663
40.4643,2911,3,203,Paris,thai,Thursday,21,963.3333333333334,24,2663
65.3108,2911,4,2663,Paris,thai,Wednesday,19,963.3333333333334,24,2663
32.6554,1903,3,165,Paris,thai,Thursday,22,339.9,18,831
19.1673,1903,2,198,Paris,thai,Friday,13,339.9,18,831
12.42325,1903,1,108,Paris,thai,Friday,14,339.9,18,831
29.8158,1903,3,276,Paris,thai,Wednesday,21,339.9,18,831
36.55985,1903,2,18,Paris,thai,Saturday,22,339.9,18,831
31.2356,1903,3,574,Paris,thai,Friday,22,339.9,18,831
29.8158,1903,3,191,Paris,thai,Friday,22,339.9,18,831
47.20835,1903,4,464,Paris,thai,Saturday,21,339.9,18,831
44.7237,1903,1,574,Paris,thai,Tuesday,14,339.9,18,831
58.9217,1903,5,831,Paris,thai,Tuesday,21,339.9,18,831
18.65,2190,2,1203,Manchester,italian,Thursday,21,866.0,529,1203
22.1,2190,5,529,Manchester,italian,Monday,19,866.0,529,1203
36.9,2776,3,709,London,pizza,Thursday,21,587.3333333333334,40,1219
15.4,2776,2,45,London,pizza,Friday,20,587.3333333333334,40,1219
8.45,2776,1,811,London,pizza,Saturday,23,587.3333333333334,40,1219
18.45,2776,2,700,London,pizza,Sunday,19,587.3333333333334,40,1219
20.45,2776,3,1219,London,pizza,Sunday,15,587.3333333333334,40,1219
8.45,2776,1,40,London,pizza,Tuesday,23,587.3333333333334,40,1219
15.85,2768,3,785,London,italian,Thursday,22,852.9411764705883,292,1837
16.9,2768,2,1837,London,italian,Friday,20,852.9411764705883,292,1837
8.95,2768,1,839,London,italian,Friday,21,852.9411764705883,292,1837
37.8,2768,4,896,London,italian,Friday,22,852.9411764705883,292,1837
18.9,2768,2,1223,London,italian,Sunday,21,852.9411764705883,292,1837
18.9,2768,2,830,London,italian,Wednesday,13,852.9411764705883,292,1837
19.85,2768,2,522,London,italian,Wednesday,20,852.9411764705883,292,1837
27.15,2768,4,489,London,italian,Wednesday,20,852.9411764705883,292,1837
15.4,2768,3,332,London,italian,Wednesday,20,852.9411764705883,292,1837
31.8,2768,4,790,London,italian,Thursday,13,852.9411764705883,292,1837
23.8,2768,2,1329,London,italian,Tuesday,13,852.9411764705883,292,1837
18.9,2768,2,553,London,italian,Thursday,22,852.9411764705883,292,1837
26.8,2768,3,1412,London,italian,Friday,20,852.9411764705883,292,1837
15.9,2768,2,292,London,italian,Saturday,20,852.9411764705883,292,1837
15.9,2768,2,518,London,italian,Monday,18,852.9411764705883,292,1837
16.4,2768,2,1435,London,italian,Monday,21,852.9411764705883,292,1837
13.15,2768,3,418,London,italian,Tuesday,13,852.9411764705883,292,1837
21.22601,1753,1,618,Dublin,pizza,Thursday,22,1721.0,618,2912
19.09631,1753,2,1032,Dublin,pizza,Saturday,21,1721.0,618,2912
19.80621,1753,2,2912,Dublin,pizza,Friday,20,1721.0,618,2912
17.676509999999997,1753,2,2322,Dublin,pizza,Friday,23,1721.0,618,2912
17.0,1284,2,90,London,international,Thursday,22,90.0,90,90
27.54412,2914,2,120,Paris,spanish,Friday,13,152.66666666666666,29,309
33.93322,2914,2,29,Paris,spanish,Thursday,21,152.66666666666666,29,309
40.4643,2914,2,309,Paris,spanish,Friday,22,152.66666666666666,29,309
13.13315,2346,3,13,Paris,healthy,Friday,13,639.6666666666666,13,1588
18.10245,2346,4,318,Paris,healthy,Wednesday,14,639.6666666666666,13,1588
12.7782,2346,3,1588,Paris,healthy,Friday,12,639.6666666666666,13,1588
17.5,1945,4,1755,London,deli,Friday,13,890.0,25,1755
17.99,1945,1,25,London,deli,Friday,16,890.0,25,1755
22.7168,3125,3,177,Paris,korean,Friday,13,699.5555555555555,113,3051
27.33115,3125,4,1793,Paris,korean,Saturday,20,699.5555555555555,113,3051
13.4881,3125,2,3051,Paris,korean,Tuesday,20,699.5555555555555,113,3051
19.8772,3125,2,350,Paris,korean,Wednesday,20,699.5555555555555,113,3051
39.7544,3125,7,137,Paris,korean,Thursday,21,699.5555555555555,113,3051
32.30045,3125,4,113,Paris,korean,Thursday,22,699.5555555555555,113,3051
19.8772,3125,2,126,Paris,korean,Saturday,22,699.5555555555555,113,3051
23.4267,3125,4,251,Paris,korean,Wednesday,22,699.5555555555555,113,3051
15.6178,3125,2,298,Paris,korean,Tuesday,22,699.5555555555555,113,3051
14.198,2449,1,887,Paris,mexican,Friday,14,819.25,175,1128
38.3346,2449,2,1087,Paris,mexican,Saturday,13,819.25,175,1128
12.0683,2449,1,175,Paris,mexican,Wednesday,22,819.25,175,1128
24.1366,2449,3,1128,Paris,mexican,Thursday,21,819.25,175,1128
35.7,2677,2,802,Birmingham,mexican,Friday,13,802.0,802,802
14.05602,2912,1,40,Paris,american,Friday,14,221.66666666666666,40,393
11.71335,2912,1,393,Paris,american,Saturday,20,221.66666666666666,40,393
11.00345,2912,1,232,Paris,american,Tuesday,13,221.66666666666666,40,393
32.6554,2450,2,45,Paris,french,Friday,14,45.0,45,45
30.38372,2998,4,190,Paris,seafood,Friday,14,457.8,37,1197
14.26899,2998,2,37,Paris,seafood,Wednesday,14,457.8,37,1197
20.72908,2998,3,1197,Paris,seafood,Thursday,13,457.8,37,1197
14.76592,2998,2,498,Paris,seafood,Thursday,14,457.8,37,1197
18.74136,2998,3,367,Paris,seafood,Tuesday,13,457.8,37,1197
16.45,373,3,1342,London,british,Friday,13,1674.4,980,2734
15.15,373,3,2734,London,british,Tuesday,15,1674.4,980,2734
22.35,373,5,980,London,british,Thursday,14,1674.4,980,2734
33.75,373,5,2329,London,british,Tuesday,18,1674.4,980,2734
28.5,373,8,987,London,british,Sunday,14,1674.4,980,2734
21.7,924,5,217,London,healthy,Friday,14,217.0,217,217
18.9,2305,2,703,Birmingham,indian,Friday,14,703.0,703,703
22.7,3051,4,404,London,british,Friday,14,731.0,404,1058
18.5,3051,4,1058,London,british,Monday,20,731.0,404,1058
19.65,2327,2,1945,London,italian,Friday,15,1103.3333333333333,356,1945
19.8,2327,2,356,London,italian,Sunday,22,1103.3333333333333,356,1945
15.8,2327,2,1009,London,italian,Wednesday,22,1103.3333333333333,356,1945
71.4,1079,7,393,London,pizza,Friday,15,888.1666666666666,31,2070
36.4,1079,4,31,London,pizza,Friday,22,888.1666666666666,31,2070
31.0,1079,2,1528,London,pizza,Saturday,14,888.1666666666666,31,2070
14.75,1079,2,2070,London,pizza,Tuesday,20,888.1666666666666,31,2070
20.0,1079,2,823,London,pizza,Sunday,21,888.1666666666666,31,2070
31.75,1079,4,484,London,pizza,Sunday,21,888.1666666666666,31,2070
26.5,1614,3,960,London,european,Friday,18,853.8,654,970
26.15,1614,4,754,London,european,Tuesday,19,853.8,654,970
25.5,1614,2,654,London,european,Friday,20,853.8,654,970
20.7,1614,3,970,London,european,Saturday,13,853.8,654,970
24.65,1614,3,931,London,european,Sunday,20,853.8,654,970
13.41711,2928,5,734,Berlin,burgers,Friday,19,1117.3333333333333,734,2492
11.99731,2928,3,876,Berlin,burgers,Saturday,19,1117.3333333333333,734,2492
14.76592,2928,4,2492,Berlin,burgers,Sunday,19,1117.3333333333333,734,2492
12.49424,2928,6,800,Berlin,burgers,Monday,21,1117.3333333333333,734,2492
16.75364,2928,6,880,Berlin,burgers,Friday,19,1117.3333333333333,734,2492
15.901759999999998,2928,5,922,Berlin,burgers,Saturday,17,1117.3333333333333,734,2492
33.2,2239,6,6114,Manchester,mediterranean,Friday,19,6114.0,6114,6114
17.0,2970,3,829,Manchester,british,Friday,19,588.3333333333334,393,829
18.0,2970,4,393,Manchester,british,Saturday,19,588.3333333333334,393,829
23.5,2970,5,543,Manchester,british,Saturday,22,588.3333333333334,393,829
28.75,1059,2,691,London,deli,Friday,19,590.8571428571429,4,1283
42.95,1059,4,442,London,deli,Monday,21,590.8571428571429,4,1283
18.45,1059,2,159,London,deli,Thursday,20,590.8571428571429,4,1283
37.35,1059,3,1102,London,deli,Friday,19,590.8571428571429,4,1283
16.9,1059,3,4,London,deli,Saturday,13,590.8571428571429,4,1283
16.95,1059,3,455,London,deli,Monday,18,590.8571428571429,4,1283
17.9,1059,4,1283,London,deli,Tuesday,20,590.8571428571429,4,1283
16.5,1656,2,706,London,french,Friday,19,670.0,634,706
18.5,1656,2,634,London,french,Thursday,15,670.0,634,706
43.5,2779,5,770,Edinburgh,italian,Friday,20,926.0,770,1082
28.0,2779,3,1082,Edinburgh,italian,Sunday,18,926.0,770,1082
69.0,1176,4,1180,London,italian,Friday,20,1046.875,665,1869
83.0,1176,4,1869,London,italian,Friday,21,1046.875,665,1869
15.0,1176,1,810,London,italian,Saturday,16,1046.875,665,1869
16.0,1176,1,1012,London,italian,Wednesday,19,1046.875,665,1869
52.0,1176,3,1046,London,italian,Saturday,21,1046.875,665,1869
28.0,1176,2,826,London,italian,Sunday,22,1046.875,665,1869
32.0,1176,2,967,London,italian,Sunday,23,1046.875,665,1869
43.0,1176,2,665,London,italian,Monday,20,1046.875,665,1869
17.53453,3064,4,348,Berlin,italian,Friday,21,868.5,348,1389
61.0514,3064,9,1389,Berlin,italian,Sunday,19,868.5,348,1389
36.6,3140,6,1867,London,indian,Friday,20,1250.1666666666667,991,1867
38.95,3140,9,1338,London,indian,Friday,22,1250.1666666666667,991,1867
26.15,3140,5,1178,London,indian,Sunday,20,1250.1666666666667,991,1867
21.55,3140,4,991,London,indian,Sunday,20,1250.1666666666667,991,1867
23.25,3140,5,1015,London,indian,Sunday,21,1250.1666666666667,991,1867
24.75,3140,6,1112,London,indian,Sunday,20,1250.1666666666667,991,1867
17.95,3087,4,1241,Glasgow,burgers,Friday,20,836.7692307692307,398,1480
26.85,3087,5,675,Glasgow,burgers,Saturday,19,836.7692307692307,398,1480
18.6,3087,4,398,Glasgow,burgers,Wednesday,13,836.7692307692307,398,1480
17.35,3087,3,701,Glasgow,burgers,Friday,20,836.7692307692307,398,1480
29.35,3087,6,861,Glasgow,burgers,Friday,21,836.7692307692307,398,1480
27.8,3087,5,1480,Glasgow,burgers,Sunday,19,836.7692307692307,398,1480
26.85,3087,4,685,Glasgow,burgers,Monday,23,836.7692307692307,398,1480
15.85,3087,3,694,Glasgow,burgers,Thursday,20,836.7692307692307,398,1480
17.6,3087,4,1063,Glasgow,burgers,Thursday,20,836.7692307692307,398,1480
25.4,3087,4,896,Glasgow,burgers,Friday,20,836.7692307692307,398,1480
20.9,3087,3,851,Glasgow,burgers,Saturday,19,836.7692307692307,398,1480
16.1,3087,3,608,Glasgow,burgers,Saturday,20,836.7692307692307,398,1480
26.35,3087,4,725,Glasgow,burgers,Saturday,22,836.7692307692307,398,1480
21.65,1646,3,1207,London,vietnamese,Friday,20,1156.1176470588234,302,2702
28.75,1646,4,772,London,vietnamese,Friday,20,1156.1176470588234,302,2702
27.65,1646,4,1202,London,vietnamese,Friday,22,1156.1176470588234,302,2702
40.6,1646,4,2702,London,vietnamese,Saturday,19,1156.1176470588234,302,2702
9.4,1646,2,302,London,vietnamese,Saturday,20,1156.1176470588234,302,2702
31.25,1646,5,1383,London,vietnamese,Saturday,21,1156.1176470588234,302,2702
